Склад,Штабель,Марка,Максимальная температура,Пикет,Дата акта,Смена
3,33,A1,33.8,3056-3091,2020-09-06,921.0
3,20,A1,32.0,3111-3119,2020-09-06,921.0
4,3,A1,150.0,4014-4028,2020-09-06,921.0
4,46,A1,36.3,4075-4099,2020-09-06,921.0
4,12,A1,37.1,4100-4114,2020-09-06,921.0
4,23,A1,39.0,4010-4013,2020-09-06,921.0
6,45,A1,36.6,6017-6022,2020-09-06,921.0
6,26,A1,38.9,6029-6036,2020-09-06,921.0
6,1,A1,40.1,6028-6054,2020-09-06,921.0
6,5,NAN,237.8,6055-6064,2020-09-06,921.0
6,4,A1,31.3,6084-6094,2020-09-06,921.0
3,33,A1,31.5,3056-3091,2020-09-07,219.0
3,20,A1,32.8,3111-3119,2020-09-07,219.0
4,3,A1,77.7,4014-4028,2020-09-07,219.0
4,46,A1,31.3,4075-4099,2020-09-07,219.0
4,12,A1,27.8,4100-4114,2020-09-07,219.0
4,23,A1,34.8,4010-4013,2020-09-07,219.0
6,45,A1,30.2,6017-6022,2020-09-07,219.0
6,26,A1,30.7,6029-6036,2020-09-07,219.0
6,1,A1,35.2,6028-6054,2020-09-07,219.0
6,5,A1,50.2,6055-6064,2020-09-07,219.0
6,4,A1,25.5,6084-6094,2020-09-07,219.0
3,33,A1,35.7,3056-3091,2020-09-07,921.0
3,20,A1,34.3,3111-3119,2020-09-07,921.0
4,3,A1,47.7,4014-4028,2020-09-07,921.0
4,46,А,36.2,4075-4099,2020-09-07,921.0
4,12,A1,34.3,4100-4114,2020-09-07,921.0
4,23,A1,31.7,4010-4013,2020-09-07,921.0
6,45,A1,37.8,6017-6022,2020-09-07,921.0
6,26,A1,37.1,6029-6036,2020-09-07,921.0
6,1,A1,38.0,6028-6054,2020-09-07,921.0
6,5,A1,46.5,6055-6064,2020-09-07,921.0
6,4,A1,54.5,6084-6094,2020-09-07,921.0
3,33,A1,28.7,3056-3091,2020-09-07,219.0
3,20,A1,28.2,3111-3119,2020-09-07,219.0
4,3,A1,50.6,4014-4028,2020-09-07,219.0
4,46,A1,29.7,4075-4099,2020-09-07,219.0
4,12,A1,30.7,4100-4114,2020-09-07,219.0
4,23,A1,37.1,4010-4013,2020-09-07,219.0
3,33,A1,38.2,3056-3091,2020-09-08,921.0
3,20,A1,38.5,3111-3119,2020-09-08,921.0
4,3,A1,50.3,4014-4028,2020-09-08,921.0
4,46,A1,38.6,4075-4099,2020-09-08,921.0
4,12,A1,36.5,4100-4114,2020-09-08,921.0
4,23,A1,39.9,4010-4013,2020-09-08,921.0
6,45,A1,35.0,6017-6022,2020-09-08,921.0
6,26,A1,32.5,6029-6036,2020-09-08,921.0
6,1,A1,41.6,6028-6054,2020-09-08,921.0
6,5,A1,127.3,6055-6064,2020-09-08,921.0
6,4,A1,49.6,6084-6094,2020-09-08,921.0
3,33,A1,36.5,3056-3091,2020-09-08,219.0
3,20,A1,33.0,3111-3119,2020-09-08,219.0
3,27,A1,33.7,3092-3096,2020-09-08,219.0
4,3,A1,76.1,4014-4028,2020-09-08,219.0
4,46,A1,29.5,4075-4099,2020-09-08,219.0
4,12,A1,29.5,4100-4114,2020-09-08,219.0
4,23,A1,30.9,4010-4013,2020-09-08,219.0
6,45,A1,26.2,6017-6022,2020-09-08,219.0
6,26,A1,23.8,6029-6036,2020-09-08,219.0
6,1,A1,74.6,6028-6054,2020-09-08,219.0
6,5,A1,26.1,6055-6064,2020-09-08,219.0
6,4,A1,45.4,6084-6094,2020-09-08,219.0
3,27,A1,38.9,3005-3007,2020-09-09,921.0
3,33,A1,300.0,3056-3091,2020-09-09,921.0
3,27,A1,37.1,3092-3096,2020-09-09,921.0
3,20,A1,37.9,3111-3119,2020-09-09,921.0
4,23,A1,40.9,4010-4013,2020-09-09,921.0
4,3,A1,182.7,4016-4046,2020-09-09,921.0
4,46,A1,41.4,4080-4099,2020-09-09,921.0
4,12,A1,38.3,4108-4119,2020-09-09,921.0
6,45,A1,38.0,6017-6023,2020-09-09,921.0
6,26,A1,39.2,6026-6034,2020-09-09,921.0
6,1,A1,48.4,6035-6053,2020-09-09,921.0
6,5,A1,112.1,6054-6079,2020-09-09,921.0
6,4,A1,46.7,6084-6094,2020-09-09,921.0
3,27,A1,37.7,3005-3007,2020-09-10,219.0
3,33,A1,41.2,3056-3091,2020-09-10,219.0
3,27,A1,35.6,3092-3096,2020-09-10,219.0
3,20,A1,37.5,3111-3119,2020-09-10,219.0
4,23,A1,37.0,4010-4013,2020-09-10,219.0
4,3,A1,74.2,4016-4046,2020-09-10,219.0
4,46,A1,33.2,4080-4099,2020-09-10,219.0
4,12,A1,35.9,4108-4119,2020-09-10,219.0
6,45,A1,38.3,6017-6023,2020-09-10,219.0
6,26,A1,36.4,6026-6034,2020-09-10,219.0
6,1,A1,300.0,6035-6053,2020-09-10,219.0
6,5,A1,300.0,6054-6079,2020-09-10,219.0
6,4,A1,47.4,6084-6094,2020-09-10,219.0
3,27,A1,36.5,3005-3007,2020-09-10,921.0
3,33,A1,300.0,3056-3091,2020-09-10,921.0
3,27,A1,39.9,3092-3096,2020-09-10,921.0
3,20,A1,38.1,3111-3119,2020-09-10,921.0
4,23,A1,40.2,4010-4013,2020-09-10,921.0
4,3,A1,47.1,4016-4046,2020-09-10,921.0
4,46,A1,40.3,4080-4099,2020-09-10,921.0
4,12,A1,38.1,4108-4119,2020-09-10,921.0
6,45,A1,38.9,6017-6023,2020-09-10,921.0
6,26,A1,39.7,6026-6034,2020-09-10,921.0
6,1,A1,47.7,6035-6053,2020-09-10,921.0
6,5,A1,41.5,6054-6079,2020-09-10,921.0
6,4,A1,44.9,6084-6094 ■ .....- _______________________________________________________________________________________,2020-09-10,921.0
3,27,A1,36.7,3005-3007,2020-09-11,219.0
3,33,A1,46.7,3056-3091,2020-09-11,219.0
3,27,A1,34.5,3092-3096,2020-09-11,219.0
3,20,A1,39.4,3111-3119,2020-09-11,219.0
4,23,A1,36.6,4010-4013,2020-09-11,219.0
4,3,A1,35.3,4016-4046,2020-09-11,219.0
4,46,A1,36.5,4080-4099,2020-09-11,219.0
4,12,A1,35.8,4108-4119,2020-09-11,219.0
6,45,A1,36.6,6017-6023,2020-09-11,219.0
6,26,A1,38.8,6026-6034,2020-09-11,219.0
6,1,A1,45.3,6035-6053,2020-09-11,219.0
6,5,A1,47.5,6054-6079,2020-09-11,219.0
6,4,A1,46.9,6084-6094,2020-09-11,219.0
3,33,A1,150.0,3056-3091,2020-09-11,921.0
3,20,A1,34.3,3111-3119,2020-09-11,921.0
3,27,A1,29.3,3092-3096,2020-09-11,921.0
3,27,A1,27.2,3004-3007,2020-09-11,921.0
4,3,A1,31.0,4014-4028,2020-09-11,921.0
4,46,A1,31.7,4075-4099,2020-09-11,921.0
4,12,A1,29.1,4100-4114,2020-09-11,921.0
4,23,A1,33.7,4010-4013,2020-09-11,921.0
6,45,A1,28.0,6017-6022,2020-09-11,921.0
6,26,A1,30.6,6029-6036,2020-09-11,921.0
6,1,A1,113.8,6028-6054,2020-09-11,921.0
6,5,A1,66.7,6055-6064,2020-09-11,921.0
6,4,A1,31.6,6084-6094,2020-09-11,921.0
3,33,A1,170.4,3056-3091,2020-09-12,219.0
3,20,A1,27.4,3111-3119,2020-09-12,219.0
3,27,A1,31.1,3004-3007,2020-09-12,219.0
3,27,A1,26.2,3092-3096,2020-09-12,219.0
4,3,A1,28.5,4014-4028,2020-09-12,219.0
4,46,A1,32.2,4075-4099,2020-09-12,219.0
4,12,A1,27.5,4100-4114,2020-09-12,219.0
4,23,A1,30.9,4010-4013,2020-09-12,219.0
6,45,A1,27.1,6017-6022,2020-09-12,219.0
6,26,A1,27.8,6029-6036,2020-09-12,219.0
6,1,A1,27.3,6028-6054,2020-09-12,219.0
6,5,A1,29.3,6055-6064,2020-09-12,219.0
6,4,A1,28.1,6084-6094,2020-09-12,219.0
3,33,A1,112.6,3056-3091,2020-09-12,921.0
3,20,A1,27.2,3111-3119,2020-09-12,921.0
3,27,A1,29.3,3092-3096,2020-09-12,921.0
3,27,A1,43.5,3004-3007,2020-09-12,921.0
4,3,A1,30.0,4014-4028,2020-09-12,921.0
4,46,A1,27.1,4075-4099,2020-09-12,921.0
4,12,A1,25.1,4100-4114,2020-09-12,921.0
4,23,A1,31.5,4010-4013,2020-09-12,921.0
6,45,A1,30.2,6017-6022,2020-09-12,921.0
6,26,A1,28.5,6029-6036,2020-09-12,921.0
6,1,A1,39.0,6028-6054,2020-09-12,921.0
6,5,A1,58.7,6055-6064,2020-09-12,921.0
6,4,A1,36.0,6084-6094,2020-09-12,921.0
3,33,A1,52.4,3056-3091,2020-09-13,921.0
3,20,A1,29.3,3111-3119,2020-09-13,921.0
3,27,A1,32.9,3004-3007,2020-09-13,921.0
3,27,A1,26.8,3092-3096,2020-09-13,921.0
4,3,A1,26.9,4014-4028,2020-09-13,921.0
4,46,A1,29.4,4075-4099,2020-09-13,921.0
4,12,A1,29.9,4100-4114,2020-09-13,921.0
4,23,A1,31.3,4010-4013,2020-09-13,921.0
4,35,A1,26.5,4015-4021,2020-09-13,921.0
6,45,A1,30.5,6017-6022,2020-09-13,921.0
6,26,A1,27.9,6029-6036,2020-09-13,921.0
6,1,A1,31.9,6028-6054,2020-09-13,921.0
6,5,A1,29.6,6055-6064,2020-09-13,921.0
6,4,A1,54.0,6084-6094,2020-09-13,921.0
3,33,A1,232.8,3056-3091,2020-09-13,921.0
3,20,A1,31.1,3111-3119,2020-09-13,921.0
3,27,A1,36.9,3092-3096,2020-09-13,921.0
3,27,A1,38.3,3004-3007,2020-09-13,921.0
4,3,A1,28.3,4014-4028,2020-09-13,921.0
4,46,A1,27.1,4075-4099,2020-09-13,921.0
4,12,A1,37.3,4100-4114,2020-09-13,921.0
4,35,A1,33.6,,2020-09-13,921.0
4,23,A1,33.4,4010-4013,2020-09-13,921.0
6,45,A1,34.1,6017-6022,2020-09-13,921.0
6,26,A1,30.6,6029-6036,2020-09-13,921.0
6,1,A1,68.9,6028-6054,2020-09-13,921.0
6,5,A1,32.4,6055-6064,2020-09-13,921.0
6,4,A1,64.0,6084-6094,2020-09-13,921.0
3,33,A1,70.5,3056-3091,2020-09-14,921.0
3,20,A1,37.2,3111-3119,2020-09-14,921.0
3,27,A1,39.0,3092-3096,2020-09-14,921.0
3,27,A1,29.9,3004-3007,2020-09-14,921.0
4,3,A1,27.3,4014-4028,2020-09-14,921.0
4,46,A1,26.5,4075-4099,2020-09-14,921.0
4,12,A1,24.5,4100-4114,2020-09-14,921.0
4,35,A1,24.1,,2020-09-14,921.0
4,23,A1,26.8,4010-4013,2020-09-14,921.0
6,45,A1,32.8,6017-6022,2020-09-14,921.0
6,26,A1,66.1,6029-6036,2020-09-14,921.0
6,1,A1,101.0,6028-6054,2020-09-14,921.0
6,5,A1,24.8,6055-6064,2020-09-14,921.0
6,4,A1,70.5,6084-6094,2020-09-14,921.0
3,33,A1,40.7,3056-3091,2020-09-14,219.0
3,20,A1,25.8,3111-3119,2020-09-14,219.0
3,27,A1,31.6,3092-3096,2020-09-14,219.0
3,27,A1,26.7,3004-3007,2020-09-14,219.0
4,3,A1,34.4,4014-4028,2020-09-14,219.0
4,46,A1,32.0,4075-4099,2020-09-14,219.0
4,12,A1,33.0,4100-4114,2020-09-14,219.0
4,35,A1,34.1,,2020-09-14,219.0
4,23,A1,34.3,4010-4013,2020-09-14,219.0
6,45,A1,34.6,6017-6022,2020-09-14,219.0
6,26,A1,31.7,6029-6036,2020-09-14,219.0
6,1,A1,29.0,6028-6054,2020-09-14,219.0
6,5,A1,23.6,6055-6064,2020-09-14,219.0
6,4,A1,66.2,6084-6094,2020-09-14,219.0
3,27,A1,35.4,3005-3007,2020-09-15,921.0
3,33,A1,150.0,3056-3091,2020-09-15,921.0
3,27,A1,37.1,3092-3096,2020-09-15,921.0
3,20,A1,37.7,3111-3119,2020-09-15,921.0
4,23,A1,34.5,4010-4013,2020-09-15,921.0
4,35,A1,33.0,4015-4034,2020-09-15,921.0
4,3,A1,40.2,4035-4055,2020-09-15,921.0
4,46,A1,39.7,4080-4099,2020-09-15,921.0
4,12,A1,36.6,4108-4119,2020-09-15,921.0
6,45,A1,36.4,6017-6023,2020-09-15,921.0
6,26,A1,37.0,6026-6034,2020-09-15,921.0
6,1,A1,48.0,6035-6053,2020-09-15,921.0
6,5,A1,44.2,6054-6079,2020-09-15,921.0
6,4,A1,41.8,6084-6094,2020-09-15,921.0
3,27,A1,34.9,3005-3007,2020-09-16,219.0
3,33,A1,73.7,3056-3091,2020-09-16,219.0
3,27,A1,37.6,3092-3096,2020-09-16,219.0
3,20,A1,39.6,3111-3119,2020-09-16,219.0
4,23,A1,37.3,4010-4013,2020-09-16,219.0
4,35,A1,39.5,4015-4034,2020-09-16,219.0
4,3,A1,41.1,4035-4055,2020-09-16,219.0
4,46,A1,39.8,4080-4099,2020-09-16,219.0
4,12,A1,41.6,4108-4119,2020-09-16,219.0
6,45,A1,37.7,6017-6023,2020-09-16,219.0
6,26,A1,39.4,6026-6034,2020-09-16,219.0
6,1,A1,42.1,6035-6053,2020-09-16,219.0
6,5,A1,44.9,6054-6079,2020-09-16,219.0
6,4,A1,49.6,6084-6094,2020-09-16,219.0
3,2,A1,34.1,3005-3007,2020-09-17,219.0
3,33,A1,78.2,3056-3091,2020-09-17,219.0
3,20,A1,36.2,3111-3119,2020-09-17,219.0
4,23,A1,38.3,4010-4013,2020-09-17,219.0
4,35,A1,36.1,4015-4034,2020-09-17,219.0
4,3,A1,39.2,4035-4055,2020-09-17,219.0
4,46,A1,37.0,4080-4099,2020-09-17,219.0
4,12,A1,35.8,4108-4119,2020-09-17,219.0
6,45,A1,35.3,6017-6023,2020-09-17,219.0
6,26,A1,36.9,6026-6034,2020-09-17,219.0
6,1,A1,41.1,6035-6053,2020-09-17,219.0
6,5,A1,49.9,6054-6079,2020-09-17,219.0
6,4,A1,41.4,6084-6094,2020-09-17,219.0
3,27,A1,38.7,3005-3007,2020-09-16,921.0
3,33,A1,82.8,3056-3091,2020-09-16,921.0
3,20,A1,39.6,3111-3119,2020-09-16,921.0
4,23,A1,37.3,4010-4013,2020-09-16,921.0
4,35,A1,35.8,4015-4034,2020-09-16,921.0
4,3,A1,37.2,4035-4055,2020-09-16,921.0
4,46,A1,36.3,4080-4099,2020-09-16,921.0
4,12,A1,36.1,4108-4119,2020-09-16,921.0
6,45,A1,42.2,6017-6023,2020-09-16,921.0
6,26,A1,38.0,,2020-09-16,921.0
6,1,A1,48.0,6035-6053,2020-09-16,921.0
6,5,A1,39.1,,2020-09-16,921.0
6,4,A1,47.3,6084-6094,2020-09-16,921.0
3,27,A1,32.6,3005-3007,2020-09-17,921.0
3,33,A1,64.4,3056-3091,2020-09-17,921.0
3,20,A1,28.1,3111-3119,2020-09-17,921.0
4,23,A1,26.4,4010-4013,2020-09-17,921.0
4,35,A1,30.0,4015-4020,2020-09-17,921.0
4,3,A1,31.3,4016-4046,2020-09-17,921.0
4,46,A1,34.1,4080-4099,2020-09-17,921.0
4,12,A1,30.4,4108-4119,2020-09-17,921.0
6,45,A1,30.6,6017-6023,2020-09-17,921.0
6,26,A1,29.2,6026-6034,2020-09-17,921.0
6,1,A1,34.7,6035-6053,2020-09-17,921.0
6,5,A1,24.0,6054-6079,2020-09-17,921.0
6,4,A1,47.4,6084-6094,2020-09-17,921.0
3,27,A1,31.8,3004-3007,2020-09-18,219.0
3,33,A1,34.1,3046-2096,2020-09-18,219.0
3,20,A1,37.1,3100-3120,2020-09-18,219.0
4,23,A1,34.5,4010-4013,2020-09-18,219.0
4,35,A1,33.8,4015-4034,2020-09-18,219.0
4,3,A1,32.2,4038-4057,2020-09-18,219.0
4,46,A1,34.0,4080-4099,2020-09-18,219.0
4,12,A1,33.2,4102-4120,2020-09-18,219.0
6,45,A1,29.6,6017-6023,2020-09-18,219.0
6,26,A1,26.3,6026-6034,2020-09-18,219.0
6,1,A1,81.1,6035-6053,2020-09-18,219.0
6,5,A1,32.1,6054-6083,2020-09-18,219.0
6,4,A1,28.4,6084-6094,2020-09-18,219.0
3,27,A1,39.1,3004-3007,2020-09-18,921.0
3,33,A1,150.0,3046-2096,2020-09-18,921.0
3,20,A1,35.0,3100-3120,2020-09-18,921.0
4,23,A1,32.5,4010-4013,2020-09-18,921.0
4,35,A1,37.1,4015-4034,2020-09-18,921.0
4,3,A1,33.8,4038-4057,2020-09-18,921.0
4,46,A1,39.5,4080-4099,2020-09-18,921.0
4,12,A1,35.6,4102-4120,2020-09-18,921.0
6,45,A1,38.9,6017-6023,2020-09-18,921.0
6,26,A1,35.5,6026-6034,2020-09-18,921.0
6,1,A1,35.1,6035-6053,2020-09-18,921.0
6,5,A1,32.5,6054-6083,2020-09-18,921.0
6,4,A1,34.6,6084-6094,2020-09-18,921.0
3,27,A1,32.5,3004-3007,2020-09-19,219.0
3,33,A1,31.1,3046-2096,2020-09-19,219.0
3,20,A1,30.6,3100-3120,2020-09-19,219.0
4,23,A1,30.2,4010-4013,2020-09-19,219.0
4,35,A1,31.1,4015-4034,2020-09-19,219.0
4,3,A1,30.0,4038-4057,2020-09-19,219.0
4,46,A1,30.9,4080-4099,2020-09-19,219.0
4,12,A1,29.1,4102-4120,2020-09-19,219.0
6,45,A1,34.4,6017-6023,2020-09-19,219.0
6,26,A1,36.6,6026-6034,2020-09-19,219.0
6,1,A1,35.3,6035-6053,2020-09-19,219.0
6,5,A1,36.6,6054-6083,2020-09-19,219.0
6,4,A1,33.4,6084-6094,2020-09-19,219.0
3,27,A1,36.2,3004-3007,2020-09-19,921.0
3,33,A1,28.2,3046-2096,2020-09-19,921.0
3,20,A1,32.7,3100-3120,2020-09-19,921.0
4,23,A1,28.8,4010-4013,2020-09-19,921.0
4,35,A1,27.2,4015-4034,2020-09-19,921.0
4,3,A1,26.1,4038-4057,2020-09-19,921.0
4,46,A1,260.0,4080-4099,2020-09-19,921.0
4,12,A1,25.4,4102-4120,2020-09-19,921.0
6,45,A1,38.1,6017-6023,2020-09-19,921.0
6,26,A1,35.3,6026-6034,2020-09-19,921.0
6,1,A1,150.0,6035-6053,2020-09-19,921.0
6,5,A1,34.6,6054-6083,2020-09-19,921.0
6,4,A1,40.1,6084-6094,2020-09-19,921.0
3,27,A1,28.0,3004-3007,2020-09-19,219.0
3,33,A1,43.8,3046-2096,2020-09-19,219.0
3,20,A1,38.0,3100-3120,2020-09-19,219.0
4,23,A1,30.9,4010-4013,2020-09-19,219.0
4,35,A1,32.5,4015-4034,2020-09-19,219.0
4,3,A1,30.7,4038-4057,2020-09-19,219.0
4,46,A1,27.6,4080-4099,2020-09-19,219.0
4,12,A1,32.1,4102-4120,2020-09-19,219.0
6,45,A1,30.2,6017-6023,2020-09-19,219.0
6,26,A1,32.0,6026-6034,2020-09-19,219.0
6,1,A1,31.1,6035-6053,2020-09-19,219.0
6,5,A1,34.3,6054-6083,2020-09-19,219.0
6,4,A1,679.0,6084-6094,2020-09-19,219.0
3,27,A1,27.6,3004-3007,2020-09-20,219.0
3,33,A1,35.9,3046-2096,2020-09-20,219.0
3,20,A1,24.6,3100-3120,2020-09-20,219.0
4,23,A1,27.4,4010-4013,2020-09-20,219.0
4,35,A1,25.8,4015-4034,2020-09-20,219.0
4,3,A1,32.1,4038-4057,2020-09-20,219.0
4,46,A1,32.1,4080-4099,2020-09-20,219.0
4,12,A1,34.2,4102-4120,2020-09-20,219.0
6,45,A1,31.7,6017-6023,2020-09-20,219.0
6,26,A1,34.9,6026-6034,2020-09-20,219.0
6,1,A1,75.8,6035-6053,2020-09-20,219.0
6,5,A1,32.2,6054-6083,2020-09-20,219.0
6,4,A1,646.0,6084-6094,2020-09-20,219.0
3,27,A1,23.7,3004-3007,2020-09-21,921.0
3,33,A1,80.0,3046-2096,2020-09-21,921.0
3,20,A1,26.5,3100-3120,2020-09-21,921.0
4,23,A1,29.7,4010-4013,2020-09-21,921.0
4,35,A1,31.2,4015-4024,2020-09-21,921.0
4,3,A1,25.8,4038-4057,2020-09-21,921.0
4,46,A1,35.5,4080-4099,2020-09-21,921.0
4,12,A1,32.2,4108-4119,2020-09-21,921.0
6,45,A1,43.7,6017-6023,2020-09-21,921.0
6,26,A1,52.3,6026-6034,2020-09-21,921.0
6,1,A1,150.0,6035-6053,2020-09-21,921.0
6,5,A1,25.1,6054-6079,2020-09-21,921.0
6,4,A1,150.0,6087-6090,2020-09-21,921.0
3,27,A1,25.8,3004-3007,2020-09-22,219.0
3,33,A1,80.0,3076-3082,2020-09-22,219.0
3,20,A1,27.7,3100-3120,2020-09-22,219.0
4,23,A1,29.1,4010-4013,2020-09-22,219.0
4,35,A1,26.0,4015-4024,2020-09-22,219.0
4,3,A1,28.0,4038-4057,2020-09-22,219.0
4,46,A1,26.7,4080-4099,2020-09-22,219.0
4,12,A1,26.7,4108-4119,2020-09-22,219.0
6,45,A1,29.1,6017-6023,2020-09-22,219.0
6,26,A1,25.8,6026-6034,2020-09-22,219.0
6,1,A1,87.7,6040-6044,2020-09-22,219.0
6,5,A1,25.4,6054-6079,2020-09-22,219.0
6,4,A1,91.3,6088-6091,2020-09-22,219.0
3,27,A1,33.3,3004-3007,2020-09-22,921.0
3,27,A1,30.8,3004-3007,2020-09-23,
3,33,A1,34.7,3047-2091,2020-09-23,
3,13,A1,31.6,3094-3098,2020-09-23,
3,20,A1,29.0,3111-3119,2020-09-23,
4,23,A1,30.4,4010-4013,2020-09-23,
4,35,A1,34.9,4015-4034,2020-09-23,
4,3,A1,31.9,4038-4059,2020-09-23,
4,46,A1,30.0,4082-4099,2020-09-23,
4,12,A1,27.3,4100-4120,2020-09-23,
6,45,A1,38.0,6017-6023,2020-09-23,
6,26,A1,29.8,6026-6034,2020-09-23,
6,1,A1,87.0,6035-6053,2020-09-23,
6,5,A1,124.3,6054-6083,2020-09-23,
6,4,A1,85.8,6087-6090,2020-09-23,
3,13,A1,29.0,3092-3098,2020-09-23,921.0
3,27,A1,35.9,3004-3007,2020-09-23,921.0
3,33,A1,29.1,3048-3092,2020-09-23,921.0
3,20,A1,27.0,3110-3119,2020-09-23,921.0
4,23,A1,29.9,4010-4013,2020-09-23,921.0
4,35,A1,28.3,4015-4034,2020-09-23,921.0
4,3,A1,27.3,4038-4057,2020-09-23,921.0
4,46,A1,35.2,4080-4099,2020-09-23,921.0
4,12,A1,35.5,4102-4120,2020-09-23,921.0
6,45,A1,31.5,6017-6023,2020-09-23,921.0
6,26,A1,31.8,6026-6034,2020-09-23,921.0
6,1,A1,91.1,6035-6053,2020-09-23,921.0
6,5,A1,36.5,6054-6083,2020-09-23,921.0
6,4,A1,34.0,6084-6094,2020-09-23,921.0
3,27,A1,30.1,3004-3007,2020-09-24,219.0
3,33,A1,29.4,3048-3092,2020-09-24,219.0
3,20,A1,30.7,3110-3119,2020-09-24,219.0
4,23,A1,31.9,4010-4013,2020-09-24,219.0
4,35,A1,32.6,4015-4034,2020-09-24,219.0
4,3,A1,30.1,4038-4057,2020-09-24,219.0
4,46,A1,29.9,4080-4099,2020-09-24,219.0
4,12,A1,31.5,4102-4120,2020-09-24,219.0
6,45,A1,25.1,6017-6023,2020-09-24,219.0
6,26,A1,33.1,6026-6034,2020-09-24,219.0
6,1,A1,78.5,6035-6053,2020-09-24,219.0
6,5,A1,81.1,6054-6083,2020-09-24,219.0
6,4,A1,81.4,6084-6094,2020-09-24,219.0
3,27,A1,30.1,3004-3007,2020-09-24,219.0
3,13,A1,29.6,3092-3098,2020-09-24,219.0
3,33,A1,29.4,3048-3092,2020-09-24,219.0
3,20,A1,30.7,3110-3119,2020-09-24,219.0
4,23,A1,31.9,4010-4013,2020-09-24,219.0
4,35,A1,32.6,4015-4034,2020-09-24,219.0
4,3,A1,30.1,4038-4057,2020-09-24,219.0
4,46,A1,29.9,4080-4099,2020-09-24,219.0
4,12,A1,31.5,4102-4120,2020-09-24,219.0
6,45,A1,25.1,6017-6023,2020-09-24,219.0
6,26,A1,33.1,6026-6034,2020-09-24,219.0
6,1,A1,78.5,6035-6053,2020-09-24,219.0
6,5,A1,81.1,6054-6083,2020-09-24,219.0
6,4,A1,81.4,6084-6094,2020-09-24,219.0
3,27,A1,37.3,3004-3007,2020-09-24,921.0
3,13,A1,30.3,3092-3098,2020-09-24,921.0
3,33,A1,103.1,3048-3092,2020-09-24,921.0
3,20,A1,32.5,3110-3119,2020-09-24,921.0
4,23,A1,38.0,4010-4013,2020-09-24,921.0
4,35,A1,35.7,4015-4034,2020-09-24,921.0
4,3,A1,32.1,4038-4057,2020-09-24,921.0
4,46,A1,38.0,4080-4099,2020-09-24,921.0
4,38,A1,33.1,4068-4077,2020-09-24,921.0
4,12,A1,36.0,4102-4120,2020-09-24,921.0
6,45,A1,34.4,6017-6023,2020-09-24,921.0
6,26,A1,40.7,6026-6034,2020-09-24,921.0
6,1,A1,88.3,6035-6053,2020-09-24,921.0
6,5,A1,93.3,6054-6083,2020-09-24,921.0
6,4,A1,31.1,6084-6094,2020-09-24,921.0
3,27,A1,37.3,3004-3007,2020-09-24,921.0
3,13,A1,30.3,3092-3098,2020-09-24,921.0
3,33,A1,103.1,3048-3092,2020-09-24,921.0
3,20,A1,32.5,3110-3119,2020-09-24,921.0
4,23,A1,38.0,4010-4013,2020-09-24,921.0
4,35,A1,35.7,4015-4034,2020-09-24,921.0
4,3,A1,32.1,4038-4057,2020-09-24,921.0
4,46,A1,38.0,4080-4099,2020-09-24,921.0
4,12,A1,36.0,4102-4120,2020-09-24,921.0
6,45,A1,34.4,6017-6023,2020-09-24,921.0
6,26,A1,40.7,6026-6034,2020-09-24,921.0
6,1,A1,88.3,6035-6053,2020-09-24,921.0
6,5,A1,93.3,6054-6083,2020-09-24,921.0
6,4,A1,31.1,6084-6094,2020-09-24,921.0
3,27,A1,30.7,3004-3007,2020-09-25,219.0
3,13,A1,30.6,3092-3098,2020-09-25,219.0
3,33,A1,63.3,3048-3092,2020-09-25,219.0
3,20,A1,30.0,3110-3119,2020-09-25,219.0
4,23,A1,35.8,4010-4013,2020-09-25,219.0
4,35,A1,35.2,4015-4034,2020-09-25,219.0
4,3,A1,33.0,4038-4057,2020-09-25,219.0
4,38,A1,32.9,4068-4077,2020-09-25,219.0
4,46,A1,29.2,4080-4099,2020-09-25,219.0
4,12,A1,32.1,4102-4120,2020-09-25,219.0
6,45,A1,44.3,6017-6023,2020-09-25,219.0
6,26,A1,39.6,6026-6034,2020-09-25,219.0
6,1,A1,59.4,6035-6053,2020-09-25,219.0
6,5,A1,150.0,6054-6083,2020-09-25,219.0
6,4,A1,98.8,6084-6094,2020-09-25,219.0
3,27,A1,32.8,3004-3007,2020-09-25,921.0
3,13,A1,36.4,3092-3098,2020-09-25,921.0
3,33,A1,254.0,3048-3092,2020-09-25,921.0
3,20,A1,35.9,3110-3119,2020-09-25,921.0
4,23,A1,32.2,4010-4013,2020-09-25,921.0
4,35,A1,35.9,4015-4034,2020-09-25,921.0
4,3,A1,35.1,4038-4057,2020-09-25,921.0
4,46,A1,34.0,4080-4099,2020-09-25,921.0
4,38,A1,33.7,4068-4077,2020-09-25,921.0
4,12,A1,35.9,4102-4120,2020-09-25,921.0
6,45,A1,27.1,6017-6023,2020-09-25,921.0
6,26,A1,29.8,6026-6034,2020-09-25,921.0
6,1,A1,25.4,6035-6053,2020-09-25,921.0
6,5,A1,31.1,6054-6083,2020-09-25,921.0
6,4,A1,71.7,6084-6094,2020-09-25,921.0
3,13,A1,30.6,3092-3098,2020-09-25,219.0
3,27,A1,31.2,,2020-09-25,219.0
3,33,A1,115.9,3048-3092,2020-09-25,219.0
3,20,A1,32.5,3110-3119,2020-09-25,219.0
4,23,A1,31.6,4010-4013,2020-09-25,219.0
